vehicle_id,registration_number,vehicle_type,owner_person_id,make_model,color,status,case_id,evidence_id
V01515,GJ-58-G-2602,Truck,P07059,Maruti Swift,Grey,Active,C0517,nan
V01516,MH-53-C-5270,Commercial Vehicle,P07067,Tata Nexon,White,Active,C0517,nan
V01517,HR-02-B-4737,Motorcycle,P07075,Honda City,Maroon,Inactive,C0517,nan
V01518,TN-82-R-3671,Commercial Vehicle,P07086,Toyota Glanza,Silver,Active,C0518,nan
V01519,MH-29-B-7259,Motorcycle,P07088,Kia Sonet,White,Active,C0518,E05389
V01520,MH-91-C-8025,Truck,P07097,Toyota Glanza,Green,Active,C0518,nan
V01521,MP-26-X-5617,Van,P07100,Kia Sonet,Grey,Active,C0518,nan
V01522,UP-58-U-2664,Commercial Vehicle,P07101,Toyota Glanza,Red,Active,C0519,nan
V01523,MH-77-G-4657,Motorcycle,P07104,Bajaj Pulsar,Red,Active,C0519,nan
V01524,TN-57-C-8409,SUV,P07110,Mahindra XUV300,Silver,Active,C0519,nan
V01525,MH-63-L-1546,Truck,P07111,Tata Nexon,Red,Active,C0519,E05408
V01526,MH-16-I-1342,SUV,P07119,Honda City,Black,Active,C0519,nan
V01527,UP-94-G-9973,Commercial Vehicle,P07123,Tata Nexon,Silver,Active,C0519,nan
V01528,HR-31-J-7624,Motorcycle,P07131,Toyota Glanza,Silver,Active,C0521,E05441
V01529,TS-30-F-7132,Truck,P07137,Tata Nexon,Black,Active,C0521,E05442
V01530,MH-29-P-8742,Truck,P07138,Maruti Swift,Maroon,Active,C0521,E05443
V01531,MH-70-L-3698,Truck,P07141,Mahindra XUV300,Grey,Active,C0521,nan
V01532,HR-19-N-2907,Truck,P07142,Kia Sonet,Silver,Active,C0521,nan
V01533,TN-42-Y-1067,SUV,P07144,Tata Nexon,Black,Active,C0521,nan
V01534,WB-19-F-7033,Truck,P07149,Mahindra XUV300,Silver,Active,C0521,nan
V01535,TN-59-X-6559,SUV,P07150,Kia Sonet,Maroon,Active,C0521,E05444
V01536,MH-27-D-8089,Commercial Vehicle,P07151,Honda City,Green,Active,C0521,E05445
V01537,UP-45-W-1951,Motorcycle,P07154,Mahindra XUV300,Grey,Active,C0521,E05446
V01538,MH-73-V-8684,Van,P07160,Toyota Glanza,Green,Active,C0521,nan
V01539,MP-27-Y-8385,Van,P07161,Honda City,Silver,Active,C0521,nan
V01540,TS-87-R-8830,Motorcycle,P07162,Toyota Glanza,White,Inactive,C0521,nan
V01541,MH-57-E-3876,Car,P07164,Honda City,Grey,Active,C0521,nan
V01542,MH-87-B-2911,Commercial Vehicle,P07174,Mahindra XUV300,Green,Active,C0522,nan
V01543,HR-07-Y-4732,Motorcycle,P07177,Kia Sonet,Blue,Active,C0523,E05472
V01544,MP-18-G-2557,Truck,P07181,Toyota Glanza,Black,Active,C0523,nan
V01545,UP-33-W-5396,Van,P07192,Kia Sonet,Red,Active,C0523,E05473
V01546,DL-61-L-2422,SUV,P07195,Toyota Glanza,Grey,Active,C0523,nan
V01547,TN-92-B-3368,Commercial Vehicle,P07198,Kia Sonet,Silver,Active,C0523,E05474
V01548,UP-19-L-4900,Van,P07203,Maruti Swift,White,Active,C0523,nan
V01549,MH-01-M-6335,SUV,P07209,Toyota Glanza,Red,Active,C0523,nan
V01550,RJ-13-X-3175,SUV,P07210,Hyundai i20,Silver,Active,C0523,E05475
V01551,WB-57-P-5600,Truck,P07213,Kia Sonet,Grey,Active,C0524,nan
V01552,MH-55-G-9572,Commercial Vehicle,P07219,Toyota Glanza,Silver,Inactive,C0525,nan
V01553,MH-41-M-8963,Motorcycle,P07229,Honda City,Green,Active,C0525,nan
V01554,MH-68-Y-1402,Truck,P07233,Maruti Swift,Black,Active,C0525,nan
V01555,MP-17-N-4826,Truck,P07235,Bajaj Pulsar,Blue,Active,C0525,nan
V01556,RJ-43-J-3027,Commercial Vehicle,P07236,Hyundai i20,Black,Active,C0525,nan
V01557,KL-37-A-6931,SUV,P07239,Toyota Glanza,Black,Active,C0525,nan
V01558,GJ-93-V-9429,Van,P07241,Hyundai i20,Blue,Active,C0526,E05493
V01559,TN-78-C-8466,SUV,P07245,Maruti Swift,White,Active,C0527,E05500
V01560,MP-01-B-9257,Commercial Vehicle,P07246,Maruti Swift,Silver,Active,C0527,nan
V01561,MH-72-T-4862,Car,P07249,Tata Nexon,Green,Inactive,C0527,nan
V01562,KA-04-V-5933,SUV,P07256,Maruti Swift,Maroon,Active,C0528,nan
V01563,UP-93-G-1801,Truck,P02323,Maruti Swift,Green,Active,C0529,E05505
V01564,RJ-29-B-4901,SUV,P07270,Hyundai i20,Black,Active,C0531,nan
V01565,HR-14-B-8257,Commercial Vehicle,P07278,Mahindra XUV300,Black,Active,C0532,nan
V01566,UP-67-Q-6741,Car,P07287,Hyundai i20,Blue,Active,C0532,nan
V01567,MP-71-G-9251,Van,P07304,Honda City,Green,Active,C0532,E05550
V01568,KL-20-B-7563,Motorcycle,P07315,Maruti Swift,Black,Active,C0532,E05551
V01569,TN-24-Q-4964,Van,P07326,Honda City,Red,Active,C0533,nan
V01570,TS-03-T-7866,Motorcycle,P07327,Mahindra XUV300,Maroon,Active,C0533,nan
V01571,MP-14-V-9351,Van,P07329,Toyota Glanza,Grey,Active,C0533,E05556
V01572,WB-89-L-5801,Truck,P07338,Bajaj Pulsar,White,Active,C0534,E05564
V01573,MH-63-H-8865,Motorcycle,P07344,Honda City,Silver,Active,C0535,E05567
V01574,HR-48-M-6371,Truck,P07350,Mahindra XUV300,Grey,Active,C0536,E05570
V01575,UP-43-G-3079,Car,P07357,Mahindra XUV300,Green,Active,C0536,nan
V01576,MP-69-H-6396,Car,P07361,Maruti Swift,White,Active,C0537,nan
V01577,MH-05-Z-2103,Motorcycle,P07368,Tata Nexon,Blue,Active,C0537,nan
V01578,KA-46-H-6480,Car,P07369,Hyundai i20,Silver,Inactive,C0537,E05587
V01579,MP-17-A-5576,Car,P07370,Kia Sonet,Red,Active,C0537,E05588
V01580,KA-58-D-3133,Car,P07389,Kia Sonet,Grey,Inactive,C0539,nan
V01581,TS-60-O-2311,Commercial Vehicle,P07396,Hyundai i20,White,Active,C0540,nan
V01582,KL-62-N-1116,Van,P07397,Toyota Glanza,Green,Active,C0540,nan
V01583,MH-45-B-5006,Truck,P07398,Hyundai i20,Green,Inactive,C0540,E05621
V01584,MH-47-D-7576,Truck,P07400,Toyota Glanza,Green,Active,C0540,nan
V01585,UP-96-Z-9021,Van,P07414,Mahindra XUV300,Green,Active,C0540,nan
V01586,MP-41-T-9070,Van,P07417,Mahindra XUV300,Maroon,Active,C0540,nan
V01587,TS-41-L-4915,Truck,P07418,Tata Nexon,Red,Active,C0541,nan
V01588,MH-04-F-4263,Car,P07430,Tata Nexon,Blue,Inactive,C0543,E05656
V01589,WB-34-W-2936,Van,P07431,Mahindra XUV300,Silver,Active,C0543,E05657
V01590,HR-64-Z-4614,Motorcycle,P07453,Hyundai i20,Maroon,Active,C0543,E05658
V01591,MH-03-D-8583,Truck,P07454,Kia Sonet,Grey,Active,C0543,nan
V01592,KL-09-X-6559,Car,P07456,Mahindra XUV300,Silver,Active,C0543,nan
V01593,GJ-33-C-4942,SUV,P07465,Tata Nexon,White,Active,C0543,nan
V01594,GJ-98-K-6585,Truck,P07466,Toyota Glanza,White,Active,C0543,nan
V01595,DL-45-C-9101,Motorcycle,P07488,Mahindra XUV300,White,Active,C0545,E05680
V01596,TS-80-H-1313,Van,P07494,Bajaj Pulsar,Maroon,Active,C0545,nan
V01597,MP-94-U-1181,Van,P07496,Honda City,Black,Inactive,C0545,nan
V01598,GJ-50-C-6474,Car,P07504,Honda City,Grey,Active,C0546,E05695
V01599,MH-13-D-7183,SUV,P07511,Tata Nexon,Silver,Active,C0546,nan
V01600,GJ-29-W-8334,Motorcycle,P07516,Kia Sonet,Grey,Inactive,C0546,nan
V01601,KA-21-C-9604,SUV,P07518,Bajaj Pulsar,White,Active,C0546,nan
V01602,MH-26-X-4410,SUV,P04927,Kia Sonet,Green,Active,C0547,nan
V01603,GJ-34-D-5174,Car,P07523,Mahindra XUV300,White,Active,C0547,nan
V01604,GJ-50-V-9775,Motorcycle,P07525,Tata Nexon,Silver,Active,C0547,nan
V01605,GJ-81-F-7521,Commercial Vehicle,P07526,Toyota Glanza,Green,Active,C0547,nan
V01606,GJ-86-J-1087,SUV,P07528,Kia Sonet,Red,Active,C0547,nan
V01607,GJ-04-U-6922,Commercial Vehicle,P00551,Maruti Swift,Blue,Active,C0549,E05706
V01608,DL-01-D-8791,SUV,P07543,Toyota Glanza,White,Active,C0549,nan
V01609,MH-26-R-3063,Car,P07549,Tata Nexon,Maroon,Active,C0550,nan
V01610,TN-53-S-6696,Van,P07555,Kia Sonet,Green,Active,C0550,E05742
V01611,WB-22-A-6990,Truck,P07559,Kia Sonet,Green,Inactive,C0550,nan
V01612,MH-15-U-3382,Car,P07568,Kia Sonet,Black,Active,C0550,E05743
V01613,MP-01-F-9473,Car,P07569,Tata Nexon,Grey,Active,C0550,nan
V01614,GJ-61-A-8199,Car,P07586,Tata Nexon,Blue,Active,C0550,nan
V01615,GJ-15-Q-6093,Van,P07587,Honda City,Black,Active,C0550,E05744
V01616,MH-25-Z-4982,Van,P07588,Tata Nexon,Red,Active,C0550,E05745
V01617,TN-18-L-8512,Car,P07592,Honda City,Maroon,Active,C0550,nan
V01618,MP-92-S-9660,Motorcycle,P07599,Toyota Glanza,Silver,Active,C0550,nan
V01619,GJ-81-F-8493,Car,P07600,Hyundai i20,Maroon,Active,C0550,nan
V01620,KA-57-J-1885,SUV,P07613,Honda City,Grey,Active,C0552,nan
V01621,MP-07-F-3129,Commercial Vehicle,P07615,Kia Sonet,Red,Active,C0552,nan
V01622,MH-60-P-9079,Van,P07621,Maruti Swift,Grey,Active,C0552,nan
